0.0	0.5	2000.0	
5.0e-6	160.35276482345105	1997.3191205862759	
1.0e-5	306.9985057707476	1989.5299327430391	
1.5000000000000002e-5	441.1022860673056	1977.0615862124048	
2.0e-5	563.3094222733531	1960.321391073394	
2.5e-5	674.2453432669962	1939.695478314388	
3.0e-5	774.5155134996099	1915.5494640349445	
3.5000000000000004e-5	864.7054155897106	1888.2291152167893	
4.0e-5	945.3805875577787	1858.0610151643311	
4.5e-5	1017.0867102344415	1825.353226867794	
5.0e-5	1080.3497405978883	1790.3959526872552	
5.5e-5	1135.6760870132969	1753.4621888937354	
6.0e-5	1183.5528225573516	1714.8083737342247	
6.500000000000001e-5	1224.447932814587	1674.675027811359	
7.000000000000001e-5	1258.8105947292995	1633.2873856856277	
7.500000000000001e-5	1287.0714832871283	1590.856017718687	
8.0e-5	1309.643102984139	1547.5774412808325	
8.5e-5	1326.9201412184061	1503.6347205441234	
9.0e-5	1339.2798409097115	1459.1980541753214	
9.5e-5	1347.0823898171425	1414.425350329874	
1.0e-4	1350.6713241821615	1369.4627884298854	
1.05e-4	1350.3739444762073	1324.4453672855793	
1.1e-4	1346.5017411771883	1279.497439191356	
1.15e-4	1339.3508286384447	1234.733229694429	
1.2e-4	1329.202385247	1190.2573427963382	
1.25e-4	1316.3230981953188	1146.165251405633	
1.3000000000000002e-4	1300.9656113124722	1102.5437729138364	
1.3500000000000003e-4	1283.3689745166953	1059.4715298166836	
1.4000000000000004e-4	1263.7590935619753	1017.0193953487058	
1.4500000000000006e-4	1242.3491788566348	975.2509241417289	
1.5000000000000007e-4	1219.34019223205	934.2227679569174	
1.5500000000000008e-4	1194.9212906347948	893.9850765758033	
1.600000000000001e-4	1169.270265805782	854.5818839684604	
1.650000000000001e-4	1142.5539790955288	816.0514798867719	
1.7000000000000012e-4	1114.9287906456675	778.4267670577519	
1.7500000000000013e-4	1086.540982243375	741.7356041762679	
1.8000000000000015e-4	1057.5271732276926	706.0011349184167	
1.8500000000000016e-4	1028.014728894869	671.2421032163741	
1.9000000000000017e-4	998.1221609140503	637.473155052892	
1.9500000000000019e-4	967.9595193249983	604.7051270489079	
2.000000000000002e-4	937.628775746197	572.9453221310547	
2.050000000000002e-4	907.2241974748383	542.1977725773708	
2.1000000000000023e-4	876.8327122099179	512.4634907492915	
2.1500000000000024e-4	846.5342631761438	483.7407078261905	
2.2000000000000025e-4	816.4021544697171	456.0251008654261	
2.2500000000000026e-4	786.5033864874024	429.3100085161408	
2.3000000000000028e-4	756.8989813378181	403.5866357190538	
2.350000000000003e-4	727.6442981686461	378.84424772727937	
2.400000000000003e-4	698.7893383756406	355.0703537848746	
2.450000000000003e-4	670.3790406890029	332.2508808004639	
2.5000000000000033e-4	642.4535661600205	310.3703373529802	
